ranking_posicao,musica,tag_musica,tag_trecho,ESTROFE,artista,ano,ntokens,url,Topic,Probability
1040,A Paz,musica1040,musica1040_trecho2,"Sinta, chega o tempo de enxugar o pranto dos homens Se fazendo irmão e estendendo a mão",Daniel,2015,17,https://www.letras.mus.br/daniel/a-paz-heal-the-world/,-1,0.06795307257046446
1040,A Paz,musica1040,musica1040_trecho7,"Quanta dor e sofrimento em volta a gente ainda tem Pra manter a fé e o sonho dos que ainda vêm A lição pro futuro vem da alma e do coração Pra buscar a paz, não olhar pra trás, com amor",Daniel,2015,41,https://www.letras.mus.br/daniel/a-paz-heal-the-world/,-1,0.14602144784027737
1040,A Paz,musica1040,musica1040_trecho9,E fazer a terra inteira feliz E fazer a terra inteira feliz E fazer a terra inteira feliz,Daniel,2015,18,https://www.letras.mus.br/daniel/a-paz-heal-the-world/,-1,0.14602144784027682
861,A Rosa E O Beija-Flor,musica861,musica861_trecho1,Quando você fica ao lado de uma pessoa E ela mesmo em silêncio lhe faz bem Quando você fecha os olhos E no pensamento está Fotografado o rosto desse alguém,Matheus & Kauan,2015,30,https://www.letras.mus.br/matheus-kauan/a-rosa-e-o-beija-flor/,-1,0.2639216503641477
861,A Rosa E O Beija-Flor,musica861,musica861_trecho2,E quando estiver num dia triste Basta o sorriso dela pra você ficar feliz E quando se sentir realizado E dizer que encontrou o bem Que você sempre quis,Matheus & Kauan,2015,29,https://www.letras.mus.br/matheus-kauan/a-rosa-e-o-beija-flor/,-1,0.26392165036414783
1340,À Sua Vista,musica1340,musica1340_trecho1,"Penso em você, é quase uma oração Ao nosso amor, minha religião Que eu sigo à risca Mesmo quando não estou à sua vista",João Neto e Frederico,2008,24,https://www.letras.mus.br/joao-neto-frederico/1452379/,-1,0.24028935476663948
1340,À Sua Vista,musica1340,musica1340_trecho3,Eu conto as horas pra te ver Pra ser domingo todo dia com você Ficar na paz e ser bem mais Do que a gente pensou que ia ser,João Neto e Frederico,2008,29,https://www.letras.mus.br/joao-neto-frederico/1452379/,-1,0.05937448034250414
1470,A Verdade,musica1470,musica1470_trecho2,"Só não conta que eu pirei Nem que eu fiquei louco Não deixa ela saber Que eu tô morrendo aos poucos Inventa a história que você quiser Não conte a verdade, a verdade",Fernando e Sorocaba,2012,33,https://www.letras.mus.br/fernando-sorocaba/1888690/,-1,0.04609210938667019
1470,A Verdade,musica1470,musica1470_trecho4,Só não conta que eu pirei Nem que eu fiquei louco Não deixa ela saber Que eu tô morrendo aos poucos Inventa a história que você quiser Não conte a verdade,Fernando e Sorocaba,2012,31,https://www.letras.mus.br/fernando-sorocaba/1888690/,-1,0.04609210938667008
1470,A Verdade,musica1470,musica1470_trecho5,"Eu só quero que ela lembre Dos momentos mais bonitos Esse sofrimento é meu E não vai ser dividido Me ajude, amigo",Fernando e Sorocaba,2012,22,https://www.letras.mus.br/fernando-sorocaba/1888690/,-1,0.16392266611310335
1470,A Verdade,musica1470,musica1470_trecho6,Só não conta que eu pirei Nem que eu fiquei louco Não deixa ela saber Que eu tô morrendo aos poucos Inventa a história que você quiser,Fernando e Sorocaba,2012,27,https://www.letras.mus.br/fernando-sorocaba/1888690/,-1,0.046092109386669966
1470,A Verdade,musica1470,musica1470_trecho8,Não conte a verdade A amo e sinto saudade Essa é a pura verdade A amo e sinto saudade,Fernando e Sorocaba,2012,19,https://www.letras.mus.br/fernando-sorocaba/1888690/,-1,0.1938235258584895
322,ABALO EMOCIONAL,musica322,musica322_trecho3,Tá aí o motivo do meu abalo emocional Fico ou não fico? Vou ou não vou? É lance ou amor?,Luan Santana,2022,20,https://www.letras.mus.br/luan-santana/abalo-emocional/,-1,0.07697427556085801
322,ABALO EMOCIONAL,musica322,musica322_trecho4,"E aí, chegou pousando na minha revoada Freou minha boca que era acelerada Ela é porrada Oh, baixinha invocada",Luan Santana,2022,19,https://www.letras.mus.br/luan-santana/abalo-emocional/,-1,0.11291851368499417
322,ABALO EMOCIONAL,musica322,musica322_trecho5,"Chegou pousando na minha revoada Freou minha boca que era acelerada Ela é porrada Oh, baixinha invocada",Luan Santana,2022,17,https://www.letras.mus.br/luan-santana/abalo-emocional/,-1,0.11291851368499395
322,ABALO EMOCIONAL,musica322,musica322_trecho6,Conseguiu tirar o mel de onde ninguém tirava,Luan Santana,2022,8,https://www.letras.mus.br/luan-santana/abalo-emocional/,-1,0.04361242991716607
1111,Abelha (part. Jorge & Mateus),musica1111,musica1111_trecho2,Mas seus pensamentos são maus Você só pensa em vingança E a sua segurança é dominar,João Bosco & Vinícius,2011,16,https://www.letras.mus.br/joao-bosco-viniciusacustico/1849237/,-1,0.26187630162520015
936,Abre o Portão Que Eu Cheguei,musica936,musica936_trecho3,"Eu não consigo entender você Sempre me diz que é amor mas só me quer por prazer Olha pra trás, veja tudo o que fez Agora quer brincar comigo e não vai ter outra vez",Gusttavo Lima,2016,35,https://www.letras.mus.br/gusttavo-lima/abre-o-portao-que-eu-cheguei/,-1,0.26187630162520015
936,Abre o Portão Que Eu Cheguei,musica936,musica936_trecho6,"Eu não consigo entender você Sempre me diz que é amor mas só me quer por prazer Olha pra trás, veja tudo o que fez Agora quer ficar comigo e não vai ter outra vez",Gusttavo Lima,2016,35,https://www.letras.mus.br/gusttavo-lima/abre-o-portao-que-eu-cheguei/,-1,0.2730750694141819
936,Abre o Portão Que Eu Cheguei,musica936,musica936_trecho13,Abre o portão que eu cheguei,Gusttavo Lima,2016,6,https://www.letras.mus.br/gusttavo-lima/abre-o-portao-que-eu-cheguei/,-1,0.0484190586225155
913,Aceita Que Dói Menos (part. Marília Mendonça),musica913,musica913_trecho1,"Tô aqui jogado fora Ela não quer mais me ver Vacilei, pisei na bola E ela me deu o fora Tô perdido sem você",Trio Parada Dura,2017,24,https://www.letras.mus.br/trio-parada-dura/aceita-que-doi-menos/,-1,0.06031539129641306
913,Aceita Que Dói Menos (part. Marília Mendonça),musica913,musica913_trecho3,"De tanta saudade dela Chorando, eu liguei pra ela Pra dizer que estou sofrendo Insisti e ela atendeu Sorrindo, me respondeu Aceita, que dói menos",Trio Parada Dura,2017,25,https://www.letras.mus.br/trio-parada-dura/aceita-que-doi-menos/,-1,0.11357117495967584
913,Aceita Que Dói Menos (part. Marília Mendonça),musica913,musica913_trecho5,Tenho tanta liberdade Mas outro amor pra mim não serve É como diz o ditado Quem está do nosso lado Só tem valor depois que perde,Trio Parada Dura,2017,26,https://www.letras.mus.br/trio-parada-dura/aceita-que-doi-menos/,-1,0.6848464709968787
913,Aceita Que Dói Menos (part. Marília Mendonça),musica913,musica913_trecho6,"De tanta saudade dele Chorando, eu liguei pra ele Pra dizer que eu tô sofrendo Insisti e ele atendeu Sorrindo, me respondeu Aceita, que dói menos",Trio Parada Dura,2017,26,https://www.letras.mus.br/trio-parada-dura/aceita-que-doi-menos/,-1,0.11357117495967584
913,Aceita Que Dói Menos (part. Marília Mendonça),musica913,musica913_trecho8,"Aceita, que dói menos Aceita, que dói menos",Trio Parada Dura,2017,8,https://www.letras.mus.br/trio-parada-dura/aceita-que-doi-menos/,-1,0.15304148646200166
549,Acordando o Prédio,musica549,musica549_trecho2,"Sei que tá bom, mas as paredes têm ouvido E era pra ser escondido, já que não é mais",Luan Santana,2016,19,https://www.letras.mus.br/luan-santana/acordando-o-predio/,-1,0.17994954285155096
296,Acordo,musica296,musica296_trecho1,Se desse pra voltar a uma briga atrás Eu não faria nada diferente A culpa que cê tem é bem proporcional Ao tanto que cê mente,Henrique & Juliano,2021,26,https://www.letras.mus.br/henrique-e-juliano/acordo/,-1,0.11159074685494852
296,Acordo,musica296,musica296_trecho3,"Eu juro: Nunca mais olho na sua cara O problema é que eu beijo de olho fechado Oh, raiva Prometo que sua cama e eu não faz negócio Mas seu corpo e o meu sempre entra em acordo Oh, ódio",Henrique & Juliano,2021,40,https://www.letras.mus.br/henrique-e-juliano/acordo/,-1,0.31475810107646074
296,Acordo,musica296,musica296_trecho8,"Mas seu corpo e o meu sempre entra em acordo Oh, ódio",Henrique & Juliano,2021,12,https://www.letras.mus.br/henrique-e-juliano/acordo/,-1,0.5527481356473798
1123,Adrenalina,musica1123,musica1123_trecho1,Meu coração tá disparado Meu corpo tá viciado Nessa louca adrenalina que me faz arrepiar Meu sangue ferve nas veias quando você me incendeia Vem me amar,Luan Santana,2011,27,https://www.letras.mus.br/luan-santana/1745514/,-1,0.1462819264484052
1123,Adrenalina,musica1123,musica1123_trecho3,Tô me arriscando pelo seu amor Me aventurei para ficar perto do seu calor Inconsequente nossa paixão A cada dia uma nova emoção,Luan Santana,2011,23,https://www.letras.mus.br/luan-santana/1745514/,-1,0.10864914173833196
1123,Adrenalina,musica1123,musica1123_trecho9,Quando você chegar mais perto vai ver Que a pulsação acelera quando eu tô com você Essa magia chega e domina O meu peito explode é pura adrenalina,Luan Santana,2011,28,https://www.letras.mus.br/luan-santana/1745514/,-1,0.14628192644840554
1123,Adrenalina,musica1123,musica1123_trecho11,Meu coração tá disparado Meu corpo tá viciado Nessa louca adrenalina que me faz arrepiar Meu sangue ferve nas veias quando você me incendeia Vem me amar Vem me amar!,Luan Santana,2011,30,https://www.letras.mus.br/luan-santana/1745514/,-1,0.1462819264484051
450,Agora (Ahora),musica450,musica450_trecho2,"Agora, depois de ter chorado rios Depois de tanto ter sofrido Agora por fim, vai saber o que um dia eu vivi",Bruno & Marrone,2014,22,https://www.letras.mus.br/bruno-e-marrone/agora/,-1,0.19689921162304835
450,Agora (Ahora),musica450,musica450_trecho7,"E agora, depois de ter chorado rios Depois de tanto ter sofrido Agora por fim, vai saber o que um dia eu vivi",Bruno & Marrone,2014,23,https://www.letras.mus.br/bruno-e-marrone/agora/,-1,0.19689921162304813
450,Agora (Ahora),musica450,musica450_trecho12,"E quando a chuva não batia na minha janela Não podia dormir, te esperava, buscava Teu corpo, teu cheiro sumiu em um mar de dor",Bruno & Marrone,2014,25,https://www.letras.mus.br/bruno-e-marrone/agora/,-1,0.18781141449860228
450,Agora (Ahora),musica450,musica450_trecho14,"E agora, depois de ter chorado rios Depois de tanto ter sofrido Agora por fim, vai saber o que um dia eu vivi Agora",Bruno & Marrone,2014,24,https://www.letras.mus.br/bruno-e-marrone/agora/,-1,0.19689921162304835
437,Água Com Açúcar,musica437,musica437_trecho1,Você terminou com ele e tá chorando Quer água com açúcar ou o meu amor? E se eu te contar que a água acabou? O açúcar que tem é só o meu amor,Luan Santana,2019,33,https://www.letras.mus.br/luan-santana/agua-com-acucar/,-1,0.0516439197911871
437,Água Com Açúcar,musica437,musica437_trecho2,"Que coincidência, ó Eu sozinho e você só Por que que a gente não se amarra Um no outro e dá um nó?",Luan Santana,2019,23,https://www.letras.mus.br/luan-santana/agua-com-acucar/,-1,0.2752894507188127
437,Água Com Açúcar,musica437,musica437_trecho4,"Antes de desistir do amor Tenta o meu, por favor Se não servir, cê joga fora, vai embora e diz que não deu Mas, antes disso, prova um beijo meu",Luan Santana,2019,30,https://www.letras.mus.br/luan-santana/agua-com-acucar/,-1,0.29887951468521734
437,Água Com Açúcar,musica437,musica437_trecho7,"Antes de desistir do amor Tenta o meu, por favor Se não servir, cê joga fora, vai embora e diz que não deu, não deu Mas, antes disso, prova um beijo meu",Luan Santana,2019,32,https://www.letras.mus.br/luan-santana/agua-com-acucar/,-1,0.29887951468521756
437,Água Com Açúcar,musica437,musica437_trecho9,Não vai embora sem um beijo meu Não vai embora sem,Luan Santana,2019,11,https://www.letras.mus.br/luan-santana/agua-com-acucar/,-1,0.17973791823953278
1390,"Ah, Como Eu Amo Você",musica1390,musica1390_trecho1,Você me disse que depois de tudo o que passou Nunca mais na vida ia sentir amor Nunca mais iria desejar alguém Eu sempre soube de tudo dessa sua história Nunca falei nada só fiquei de fora E era obrigado a ver você se machucar Mas saiba que o amor não é assim Sempre desejei ter você pra mim Me dê uma chance paixão,Fernando e Sorocaba,2008,64,https://www.letras.mus.br/fernando-sorocaba/1125812/,-1,0.027649156434276678
1390,"Ah, Como Eu Amo Você",musica1390,musica1390_trecho2,"Eu te quero tanto, mas você nem liga Sei que ainda existe alguém em sua vida Mas se lembre que ninguém Vai te amar como eu te amo Eu te quero e não quero nada em troca É tão bom poder estar a sua volta Me dê uma chance que não vai se arrepender Ah, como eu amo você",Fernando e Sorocaba,2008,59,https://www.letras.mus.br/fernando-sorocaba/1125812/,-1,0.05030820096034505
1390,"Ah, Como Eu Amo Você",musica1390,musica1390_trecho3,Mas saiba que o amor não é assim Sempre desejei ter você pra mim Me dê uma chance paixão,Fernando e Sorocaba,2008,19,https://www.letras.mus.br/fernando-sorocaba/1125812/,-1,0.27307506941418236
1390,"Ah, Como Eu Amo Você",musica1390,musica1390_trecho4,"Eu te quero tanto, mas você nem liga Sei que ainda existe alguém em sua vida Mas se lembre que ninguém Vai te amar como eu te amo Eu te quero e não quero nada em troca É tão bom poder estar a sua volta Me dê uma chance que não vai se arrepender Ah, como eu amo",Fernando e Sorocaba,2008,58,https://www.letras.mus.br/fernando-sorocaba/1125812/,-1,0.05030820096034494
1390,"Ah, Como Eu Amo Você",musica1390,musica1390_trecho5,"Eu te quero tanto, mas você nem liga, Sei que ainda existe alguém em sua vida Mas se lembre que ninguém Vai te amar como eu te amo Eu te quero e não quero nada em troca É tão bom poder estar a sua volta Me dê uma chance que não vai se arrepender Ah, como eu amo você",Fernando e Sorocaba,2008,59,https://www.letras.mus.br/fernando-sorocaba/1125812/,-1,0.05030820096034483
443,Aí É Loucura,musica443,musica443_trecho1,"Eu excluí dos meus stories no dia seguinte Tomara que ninguém tenha tirado print Eu olhando o saldo da conta e pensando: Cacete Gastei como não houvesse amanhã, mas teve",Zé Neto e Cristiano,2024,30,https://www.letras.mus.br/ze-neto-cristiano/ai-e-loucura/,-1,0.1962105543894741
857,Ai Eu Chorei,musica857,musica857_trecho1,"Ah, se o cantor fosse desafinado Se os tocador não tivessem ensaiado Mas os fela' da mãe tem talento E me encorajou para esse evento",Clayton e Romário,2022,25,https://www.letras.mus.br/clayton-romario/ai-eu-chorei/,-1,0.25866206471813313
857,Ai Eu Chorei,musica857,musica857_trecho5,"Ah, se o cantor fosse desafinado",Clayton e Romário,2022,6,https://www.letras.mus.br/clayton-romario/ai-eu-chorei/,-1,0.25866206471813347
174,Aí Já Era,musica174,musica174_trecho1,"Para pra pensar Porque eu já me toquei Eu te escolhi Você me escolheu, eu sei",Jorge & Mateus,2010,16,https://www.letras.mus.br/jorge-mateus/1715329/,-1,0.18233570928618048
174,Aí Já Era,musica174,musica174_trecho2,Tá escancarado Vai negar pro coração Que você tá com sintomas de paixão,Jorge & Mateus,2010,13,https://www.letras.mus.br/jorge-mateus/1715329/,-1,0.12259718829273913
174,Aí Já Era,musica174,musica174_trecho3,Que é quando os olhos se caçam Em meio à multidão Quando a gente se esbarra Andando em qualquer direção,Jorge & Mateus,2010,20,https://www.letras.mus.br/jorge-mateus/1715329/,-1,0.1944920675689813
174,Aí Já Era,musica174,musica174_trecho5,E aí já era É hora de se entregar O amor não espera Só deixa o tempo passar,Jorge & Mateus,2010,18,https://www.letras.mus.br/jorge-mateus/1715329/,-1,0.25963875998711683
1139,Ai Que Dó,musica1139,musica1139_trecho2,Se hoje vive chorando lembrando de nós Ai que dó Ai que dó o que Eu quero ver você sofrer,Thaeme e Thiago,2011,20,https://www.letras.mus.br/thaeme-thiago/1847730/,-1,0.08851412810867476
1139,Ai Que Dó,musica1139,musica1139_trecho3,Você se lembra quando me pediu pra ir embora Dizendo que só queria curtir a vida agora Que cansou de namorar Que o negócio era festar,Thaeme e Thiago,2011,26,https://www.letras.mus.br/thaeme-thiago/1847730/,-1,0.027330021791035275
1139,Ai Que Dó,musica1139,musica1139_trecho4,Com o telefone na mão eu passava horas Ficava pensando o que falar quando chegasse a hora Que você fosse ligar Me pedindo pra voltar,Thaeme e Thiago,2011,25,https://www.letras.mus.br/thaeme-thiago/1847730/,-1,0.07201815281407153
415,Ai Se Eu Te Pego,musica415,musica415_trecho3,Sábado na balada A galera começou a dançar E passou a menina mais linda Tomei coragem e comecei a falar,Michel Teló,2011,20,https://www.letras.mus.br/michel-telo/1930299/,-1,0.14538450786643797
595,Ainda Tô Aí,musica595,musica595_trecho3,"Aí me liga e me pergunta como eu tô Aí insiste em me chamar de amor Cê não desiste, quer saber aonde eu tô Quer saber onde eu tô?",Eduardo Costa,2020,29,https://www.letras.mus.br/eduardo-costa/ainda-to-ai/,-1,0.13757363964290148
595,Ainda Tô Aí,musica595,musica595_trecho5,Ainda tô aí Tô nessa moda que cê tá ouvindo Tô na saudade que cê tá sentindo Você perdeu o amor da sua vida Você era feliz e não sabia,Eduardo Costa,2020,30,https://www.letras.mus.br/eduardo-costa/ainda-to-ai/,-1,0.19417930230712543
