ranking_posicao,musica,tag_musica,tag_trecho,ESTROFE,artista,ano,ntokens,url,topic
1385,Pegada Que Desgrama,musica1385,musica1385_trecho2,"Até que eu tento não ser trouxa Mas o problema é que cê tem, tem",Naiara Azevedo,2017,15,https://www.letras.mus.br/naiara-azevedo/pegada-que-desgrama/,-1
958,Pelo Bem da Minha Saudade,musica958,musica958_trecho2,"O semblante que tô bem no rosto Sexta-feira, umas 10 e pouco Lá tá indo ela Lá tá indo ela",Gusttavo Lima,2025,20,https://www.letras.mus.br/gusttavo-lima/pelo-bem-da-minha-saudade/,-1
958,Pelo Bem da Minha Saudade,musica958,musica958_trecho4,"Já deve ter colocado o seu nome Numa lista de balada Porque ela tá bem melhor sem eu É o que as amigas dela fala Infelizmente, eu não posso fazer nada, mas",Gusttavo Lima,2025,32,https://www.letras.mus.br/gusttavo-lima/pelo-bem-da-minha-saudade/,-1
958,Pelo Bem da Minha Saudade,musica958,musica958_trecho7,"Já deve ter colocado o seu nome Numa lista de balada Porque ela tá bem melhor sem eu É o que as amigas dela fala Infelizmente, eu não posso fazer nada",Gusttavo Lima,2025,31,https://www.letras.mus.br/gusttavo-lima/pelo-bem-da-minha-saudade/,-1
1186,Pense Em Mim (part. Lucas e Luan),musica1186,musica1186_trecho5,"O tempo que passamos juntos vai ficar pra sempre Intimidades, brincadeiras, só a gente entende Pra quem fala que namorar é perder tempo, eu digo Há muito tempo eu não cresci o que eu cresci contigo",Jorge & Mateus,2012,36,https://www.letras.mus.br/jorge-mateus/1602117/,-1
1546,Perdeu o Cara Errado,musica1546,musica1546_trecho1,Nesses dias chuvosos de frio É aí que o vazio da tua ausência aumenta mais E o silêncio desse telefone tá me deixando doente Será que você também sente? Não há ser humano que aguente,Cristiano Araújo,2014,35,https://www.letras.mus.br/cristiano-araujo/perdeu-o-cara-errado/,-1
1582,Perdoa Amor,musica1582,musica1582_trecho3,Você se foi Já faz muito tempo que eu estou sofrendo Ainda continuo te querendo E essa vontade de você aumenta mais e mais a cada dia Coração que chora dor que não melhora Solidão castiga o peito toda hora E a minha consciência me faz ver que eu errei Naquele dia,Marcos & Belutti,2009,52,https://www.letras.mus.br/marcos-belutti/1504018/,-1
1549,Perfeitinha,musica1549,musica1549_trecho1,"Ela é uma princesa que não usa coroa Ela usa boné Não precisa de salto, ela para o baile Só de tênis no pé",Enzo Rabelo,2020,24,https://www.letras.mus.br/enzo-rabelo/perfeitinha/,-1
1549,Perfeitinha,musica1549,musica1549_trecho3,"Ela é toda, toda, toda perfeitinha E o melhor é que ela é toda, toda minha Ela é toda, toda, toda perfeitinha Dá vontade de guardar numa caixinha",Enzo Rabelo,2020,28,https://www.letras.mus.br/enzo-rabelo/perfeitinha/,-1
1549,Perfeitinha,musica1549,musica1549_trecho4,"Ela é toda, toda, toda perfeitinha E o melhor é que ela é toda, toda minha Ela é toda, toda, toda perfeitinha Dá vontade de guardar numa caixinha Pra ninguém roubar",Enzo Rabelo,2020,31,https://www.letras.mus.br/enzo-rabelo/perfeitinha/,-1
308,Pergunta Boba,musica308,musica308_trecho2,"Você com esse cabelo preto, sorriso sem jeito Foi chegando perto, chegou perto demais Em três ou quatro dias, tava tudo tão perfeito Dos meus problemas, eu já nem me lembrava mais Só queria você, só pensava em você Mas ainda tem coisas pra me arrepender E eu vou dizer",Jorge & Mateus,2016,50,https://www.letras.mus.br/jorge-mateus/pergunta-boba/,-1
308,Pergunta Boba,musica308,musica308_trecho3,Me arrependi de não ter te abraçado outra vez Não ter te beijado uma última vez Não ter te olhado outra vez Ficar acordado até depois das seis Só pra ver o Sol nascer Sonhar os sonhos mais loucos com você E eu vou dizer,Jorge & Mateus,2016,45,https://www.letras.mus.br/jorge-mateus/pergunta-boba/,-1
1301,Perto de Mim,musica1301,musica1301_trecho1,Aonde você quer chegar Se eu tô bem aqui Aonde você não está Não preciso ir E quando eu não te encontrar E quando eu não te encontrar Eu vou te sentir,Thaeme e Thiago,2013,32,https://www.letras.mus.br/thaeme-thiago/perto-de-mim/,-1
1301,Perto de Mim,musica1301,musica1301_trecho2,"Eu tô com medo de sair e você voltar Eu não posso me permitir Não vou me perdoar Afinal, afinal te esperei tantos anos",Thaeme e Thiago,2013,24,https://www.letras.mus.br/thaeme-thiago/perto-de-mim/,-1
1301,Perto de Mim,musica1301,musica1301_trecho3,Meu corpo tá arrepiado Há meia hora eu tô chorando Eu vejo o vulto dos seus passos Acho que tô delirando Tô sentindo que você tá perto de mim,Thaeme e Thiago,2013,29,https://www.letras.mus.br/thaeme-thiago/perto-de-mim/,-1
347,Pior Parte,musica347,musica347_trecho1,Não tá me fazendo bem Não tô certo em fazer isso Tô colocando o futuro de alguém que não é meu Em risco,Simone Mendes,2023,23,https://www.letras.mus.br/simone-mendes/pior-parte/,-1
347,Pior Parte,musica347,musica347_trecho4,"Parte dessa culpa é dela, que ligou pra mim E a pior parte vai ser minha por não resistir Parte dessa culpa é dela, que ligou pra mim E a pior parte vai ser minha por não resistir",Simone Mendes,2023,38,https://www.letras.mus.br/simone-mendes/pior-parte/,-1
1394,Piradinha,musica1394,musica1394_trecho3,"Ela não anda, ela desfila Quando chega na festa Arrasa na pista",Gabriel Valim,2013,12,https://www.letras.mus.br/gabriel/piradinha/,-1
1394,Piradinha,musica1394,musica1394_trecho5,Mas depois de um tempo Bebe e fica piradinha Ela desce do salto A gatinha perde a linha,Gabriel Valim,2013,18,https://www.letras.mus.br/gabriel/piradinha/,-1
